trip_id,route_id,service_id,shape_id
82,17664826,Mo-Su,17664826
83,17664827,Mo-Su,17664827
84,17664828,Mo-Su,17664828
85,17664829,Mo-Su,17664829
86,17664830,Mo-Su,17664830
87,17664831,Mo-Su,17664831
88,17664971,Mo-Su,17664971
89,17664972,Mo-Su,17664972
90,17664973,Mo-Su,17664973
91,17664974,Mo-Su,17664974
92,17664976,Mo-Su,17664976
93,17664977,Mo-Su,17664977
94,17664978,Mo-Su,17664978
95,17664981,Mo-Su,17664981
96,17664982,Mo-Su,17664982
97,17664983,Mo-Su,17664983
98,17664984,Mo-Su,17664984
99,17664985,Mo-Su,17664985
100,17664986,Mo-Su,17664986
101,17664987,Mo-Su,17664987
102,17664988,Mo-Su,17664988
103,17677829,Mo-Su,17677829
104,17677911,Mo-Su,17677911
105,17679511,Mo-Su,17679511
106,17681083,Mo-Su,17681083
107,17683264,Mo-Su,17683264
108,17683265,Mo-Su,17683265
109,17683266,Mo-Su,17683266
110,17683267,Mo-Su,17683267
111,17683268,Mo-Su,17683268
112,17683269,Mo-Su,17683269
113,17683270,Mo-Su,17683270
114,17683271,Mo-Su,17683271
115,17683272,Mo-Su,17683272
116,17683273,Mo-Su,17683273
117,17683274,Mo-Su,17683274
118,17684885,Mo-Su,17684885
119,17684886,Mo-Su,17684886
120,17684887,Mo-Su,17684887
121,17684888,Mo-Su,17684888
122,17684889,Mo-Su,17684889
123,17684890,Mo-Su,17684890
124,17684891,Mo-Su,17684891
125,17684893,Mo-Su,17684893
126,17684894,Mo-Su,17684894
127,17684907,Mo-Su,17684907
128,17686763,Mo-Su,17686763
129,17687840,Mo-Su,17687840
130,17687934,Mo-Su,17687934
131,17687963,Mo-Su,17687963
132,17687966,Mo-Su,17687966
133,17687967,Mo-Su,17687967
134,17687970,Mo-Su,17687970
135,17688012,Mo-Su,17688012
136,17688013,Mo-Su,17688013
137,17688014,Mo-Su,17688014
138,17688016,Mo-Su,17688016
139,17688018,Mo-Su,17688018
140,17688019,Mo-Su,17688019
141,17688020,Mo-Su,17688020
142,17688021,Mo-Su,17688021
143,17688022,Mo-Su,17688022
144,17688023,Mo-Su,17688023
145,17688024,Mo-Su,17688024
146,17688025,Mo-Su,17688025
147,17688026,Mo-Su,17688026
148,17688027,Mo-Su,17688027
149,17688028,Mo-Su,17688028
150,17688029,Mo-Su,17688029
151,17688030,Mo-Su,17688030
152,17688031,Mo-Su,17688031
153,17688038,Mo-Su,17688038
154,17688039,Mo-Su,17688039
155,17688040,Mo-Su,17688040
156,17688041,Mo-Su,17688041
157,17688044,Mo-Su,17688044
158,17688045,Mo-Su,17688045
159,17688046,Mo-Su,17688046
160,17688047,Mo-Su,17688047
161,17688048,Mo-Su,17688048
162,17688049,Mo-Su,17688049
163,17688050,Mo-Su,17688050
164,17688051,Mo-Su,17688051
165,17688052,Mo-Su,17688052
166,17688053,Mo-Su,17688053
167,17688054,Mo-Su,17688054
168,17688055,Mo-Su,17688055
169,17688056,Mo-Su,17688056
170,17688057,Mo-Su,17688057
171,17688058,Mo-Su,17688058
172,17688059,Mo-Su,17688059
173,17688060,Mo-Su,17688060
174,17688061,Mo-Su,17688061
175,17688062,Mo-Su,17688062
176,17688063,Mo-Su,17688063
177,17688064,Mo-Su,17688064
178,17688065,Mo-Su,17688065
179,17688066,Mo-Su,17688066
180,17688180,Mo-Su,17688180
181,17688206,Mo-Su,17688206
182,17688207,Mo-Su,17688207
183,17688208,Mo-Su,17688208
184,17688209,Mo-Su,17688209
185,17688210,Mo-Su,17688210
186,17688229,Mo-Su,17688229
