trip_id,stop_id,arrival_time,departure_time,stop_sequence
trip_0,2677410620,13:35:00,13:35:00,67
trip_0,3365328423,13:40:00,13:40:00,68
trip_0,1600457552,13:45:00,13:45:00,69
trip_0,2677410605,13:50:00,13:50:00,70
trip_0,11078931156,13:55:00,13:55:00,71
trip_0,3338058989,14:00:00,14:00:00,72
trip_0,3338058985,14:05:00,14:05:00,73
trip_0,1600457528,14:10:00,14:10:00,74
trip_0,1637667960,14:15:00,14:15:00,75
trip_0,2677410575,14:20:00,14:20:00,76
trip_0,3338058974,14:25:00,14:25:00,77
trip_0,11078931157,14:30:00,14:30:00,78
trip_0,9368724322,14:35:00,14:35:00,79
trip_0,9368724335,14:40:00,14:40:00,80
trip_0,1600457509,14:45:00,14:45:00,81
trip_0,3338058969,14:50:00,14:50:00,82
trip_0,3338058965,14:55:00,14:55:00,83
trip_0,1600457650,15:00:00,15:00:00,84
trip_0,3338058961,15:05:00,15:05:00,85
trip_0,3338058959,15:10:00,15:10:00,86
trip_0,1600457579,15:15:00,15:15:00,87
trip_0,9015445645,15:20:00,15:20:00,88
trip_0,11406647629,15:25:00,15:25:00,89
trip_0,3338058954,15:30:00,15:30:00,90
trip_0,2032749236,15:35:00,15:35:00,91
trip_0,2675803604,15:40:00,15:40:00,92
trip_0,2675803578,15:45:00,15:45:00,93
trip_0,2675803565,15:50:00,15:50:00,94
trip_0,2675803550,15:55:00,15:55:00,95
trip_0,1600457607,16:00:00,16:00:00,96
trip_0,3338058945,16:05:00,16:05:00,97
trip_0,3338058943,16:10:00,16:10:00,98
trip_0,1600457610,16:15:00,16:15:00,99
trip_0,3017359161,16:20:00,16:20:00,100
trip_0,2266514671,16:25:00,16:25:00,101
trip_0,1600457545,16:30:00,16:30:00,102
trip_0,3338058935,16:35:00,16:35:00,103
trip_0,2043659189,16:40:00,16:40:00,104
trip_0,2675803286,16:45:00,16:45:00,105
trip_0,2043659157,16:50:00,16:50:00,106
trip_0,9342320219,16:55:00,16:55:00,107
trip_0,11823191064,17:00:00,17:00:00,108
trip_0,2296982305,17:05:00,17:05:00,109
trip_0,3337374369,17:10:00,17:10:00,110
trip_0,1600457640,17:15:00,17:15:00,111
trip_0,2043658753,17:20:00,17:20:00,112
trip_0,2266514654,17:25:00,17:25:00,113
trip_0,1610526987,17:30:00,17:30:00,114
trip_0,3337319129,17:35:00,17:35:00,115
trip_0,10258291963,17:40:00,17:40:00,116
trip_0,1610527049,17:45:00,17:45:00,117
trip_0,8729962047,17:50:00,17:50:00,118
trip_0,2674329297,17:55:00,17:55:00,119
trip_0,9378197654,18:00:00,18:00:00,120
trip_0,9378197653,18:05:00,18:05:00,121
trip_0,3543082784,18:10:00,18:10:00,122
trip_0,2674329292,18:15:00,18:15:00,123
trip_0,3543082782,18:20:00,18:20:00,124
trip_0,3337319094,18:25:00,18:25:00,125
trip_0,3543082783,18:30:00,18:30:00,126
trip_0,2674329294,18:35:00,18:35:00,127
trip_0,9378197650,18:40:00,18:40:00,128
trip_0,9378197651,18:45:00,18:45:00,129
trip_0,3543082787,18:50:00,18:50:00,130
trip_0,8729962050,18:55:00,18:55:00,131
trip_0,10258381350,19:00:00,19:00:00,132
trip_0,8945388381,19:05:00,19:05:00,133
trip_0,2674329301,19:10:00,19:10:00,134
trip_0,8729962103,19:15:00,19:15:00,135
trip_0,2032952265,19:20:00,19:20:00,136
trip_0,2032951994,19:25:00,19:25:00,137
trip_0,2032952019,19:30:00,19:30:00,138
trip_0,2032951778,19:35:00,19:35:00,139
trip_0,1600426562,19:40:00,19:40:00,140
trip_0,3335494284,19:45:00,19:45:00,141
trip_0,3335494286,19:50:00,19:50:00,142
trip_0,1600426599,19:55:00,19:55:00,143
trip_0,3335502895,20:00:00,20:00:00,144
trip_0,8744530001,20:05:00,20:05:00,145
trip_0,1600426627,20:10:00,20:10:00,146
trip_0,3335502893,20:15:00,20:15:00,147
trip_0,12484607568,20:20:00,20:20:00,148
trip_0,2032952107,20:25:00,20:25:00,149
trip_0,12484607566,20:30:00,20:30:00,150
trip_0,12484607564,20:35:00,20:35:00,151
trip_0,3017377565,20:40:00,20:40:00,152
trip_0,2032952030,20:45:00,20:45:00,153
trip_0,2032951897,20:50:00,20:50:00,154
trip_0,2032952142,20:55:00,20:55:00,155
trip_0,4871222800,21:00:00,21:00:00,156
trip_0,8748098602,21:05:00,21:05:00,157
trip_0,12487614728,21:10:00,21:10:00,158
trip_0,1600426552,21:15:00,21:15:00,159
trip_0,12484607542,21:20:00,21:20:00,160
trip_0,4871222807,21:25:00,21:25:00,161
trip_0,3331947272,21:30:00,21:30:00,162
trip_0,2032952227,21:35:00,21:35:00,163
trip_0,2032951979,21:40:00,21:40:00,164
trip_0,2032952249,21:45:00,21:45:00,165
trip_0,1737906678,21:50:00,21:50:00,166
trip_0,3017377426,21:55:00,21:55:00,167
trip_0,2032951903,22:00:00,22:00:00,168
trip_0,3331947244,22:05:00,22:05:00,169
trip_0,3017377428,22:10:00,22:10:00,170
trip_0,2032952152,22:15:00,22:15:00,171
trip_0,2032952190,22:20:00,22:20:00,172
trip_0,3017377429,22:25:00,22:25:00,173
trip_0,2032951784,22:30:00,22:30:00,174
trip_0,8945406894,22:35:00,22:35:00,175
trip_0,3331947185,22:40:00,22:40:00,176
trip_0,3017377431,22:45:00,22:45:00,177
trip_0,3331947177,22:50:00,22:50:00,178
trip_0,2032952104,22:55:00,22:55:00,179
trip_0,3017377551,23:00:00,23:00:00,180
trip_0,2032952251,23:05:00,23:05:00,181
trip_0,2545423149,23:10:00,23:10:00,182
trip_0,646065259,23:15:00,23:15:00,183
trip_0,646065262,23:20:00,23:20:00,184
trip_0,5610210872,23:25:00,23:25:00,185
trip_0,3315366926,23:30:00,23:30:00,186
trip_0,5610210854,23:35:00,23:35:00,187
trip_0,5610210462,23:40:00,23:40:00,188
trip_0,2768899163,23:45:00,23:45:00,189
trip_0,5610210855,23:50:00,23:50:00,190
trip_0,2768899137,23:55:00,23:55:00,191
trip_0,2768899091,24:00:00,24:00:00,192
trip_0,2768899088,24:05:00,24:05:00,193
trip_0,2768899086,24:10:00,24:10:00,194
trip_0,2768899085,24:15:00,24:15:00,195
trip_0,2768899083,24:20:00,24:20:00,196
trip_0,2768899082,24:25:00,24:25:00,197
trip_0,2768899070,24:30:00,24:30:00,198
trip_0,2768899068,24:35:00,24:35:00,199
trip_0,12313146773,24:40:00,24:40:00,200
trip_0,3325688394,24:45:00,24:45:00,201
trip_0,7424209198,24:50:00,24:50:00,202
trip_0,2768899058,24:55:00,24:55:00,203
trip_0,2768899047,25:00:00,25:00:00,204
trip_0,6129312148,25:05:00,25:05:00,205
trip_0,6129312149,25:10:00,25:10:00,206
trip_0,6129312150,25:15:00,25:15:00,207
trip_0,6129312151,25:20:00,25:20:00,208
trip_0,6129312152,25:25:00,25:25:00,209
trip_0,12313146807,25:30:00,25:30:00,210
trip_0,8192846541,25:35:00,25:35:00,211
trip_0,6129312140,25:40:00,25:40:00,212
trip_0,6129312155,25:45:00,25:45:00,213
trip_0,6129312143,25:50:00,25:50:00,214
trip_0,12313146766,25:55:00,25:55:00,215
trip_0,659960369,26:00:00,26:00:00,216
trip_0,323983970,26:05:00,26:05:00,217
trip_0,6129316868,26:10:00,26:10:00,218
trip_0,308300568,26:15:00,26:15:00,219
trip_0,5313058805,26:20:00,26:20:00,220
trip_0,323983784,26:25:00,26:25:00,221
trip_0,702511962,26:30:00,26:30:00,222
trip_0,5313058740,26:35:00,26:35:00,223
trip_0,323982548,26:40:00,26:40:00,224
trip_0,2765190393,26:45:00,26:45:00,225
trip_0,323982551,26:50:00,26:50:00,226
trip_0,310262503,26:55:00,26:55:00,227
trip_0,9090462299,27:00:00,27:00:00,228
trip_0,9652874536,27:05:00,27:05:00,229
trip_0,8637329086,27:10:00,27:10:00,230
trip_0,310262504,27:15:00,27:15:00,231
trip_0,9593572483,27:20:00,27:20:00,232
trip_0,8099780503,27:25:00,27:25:00,233
trip_0,2398944655,27:30:00,27:30:00,234
trip_0,315111095,27:35:00,27:35:00,235
trip_0,1727306403,27:40:00,27:40:00,236
trip_0,10921117759,27:45:00,27:45:00,237
trip_0,2398944628,27:50:00,27:50:00,238
trip_0,10044108858,27:55:00,27:55:00,239
trip_0,310262704,28:00:00,28:00:00,240
trip_0,3674274538,28:05:00,28:05:00,241
trip_0,310262706,28:10:00,28:10:00,242
trip_0,3674274535,28:15:00,28:15:00,243
trip_0,2398944607,28:20:00,28:20:00,244
trip_0,310262707,28:25:00,28:25:00,245
trip_0,2398944603,28:30:00,28:30:00,246
trip_0,9294229521,28:35:00,28:35:00,247
trip_0,2331302376,28:40:00,28:40:00,248
trip_0,310262958,28:45:00,28:45:00,249
trip_0,2331302372,28:50:00,28:50:00,250
trip_0,9567239716,28:55:00,28:55:00,251
trip_0,310262960,29:00:00,29:00:00,252
trip_0,9567239715,29:05:00,29:05:00,253
trip_0,3674274532,29:10:00,29:10:00,254
trip_0,310262961,29:15:00,29:15:00,255
trip_0,3674274530,29:20:00,29:20:00,256
trip_0,2295541623,29:25:00,29:25:00,257
trip_0,698492385,29:30:00,29:30:00,258
trip_0,308297344,29:35:00,29:35:00,259
trip_0,2295541608,29:40:00,29:40:00,260
trip_0,2295541571,29:45:00,29:45:00,261
trip_0,308304266,29:50:00,29:50:00,262
trip_0,2295541567,29:55:00,29:55:00,263
trip_0,10770094639,30:00:00,30:00:00,264
trip_0,10770094652,30:05:00,30:05:00,265
trip_0,2295541565,30:10:00,30:10:00,266
trip_0,310263603,30:15:00,30:15:00,267
trip_0,2295541559,30:20:00,30:20:00,268
trip_0,10817239518,30:25:00,30:25:00,269
trip_0,10817239514,30:30:00,30:30:00,270
trip_0,10817208073,30:35:00,30:35:00,271
trip_0,2295541499,30:40:00,30:40:00,272
trip_0,310263604,30:45:00,30:45:00,273
trip_0,2295541482,30:50:00,30:50:00,274
trip_0,10817208102,30:55:00,30:55:00,275
trip_0,9339527214,31:00:00,31:00:00,276
trip_0,10817208098,31:05:00,31:05:00,277
trip_0,9566992879,31:10:00,31:10:00,278
trip_0,310263795,31:15:00,31:15:00,279
trip_0,310263856,31:20:00,31:20:00,280
trip_0,9566992878,31:25:00,31:25:00,281
trip_0,310263858,31:30:00,31:30:00,282
trip_0,3674260521,31:35:00,31:35:00,283
trip_0,9339528759,31:40:00,31:40:00,284
trip_0,11105974895,31:45:00,31:45:00,285
trip_0,3232582105,31:50:00,31:50:00,286
trip_0,11105974897,31:55:00,31:55:00,287
trip_0,11917330433,32:00:00,32:00:00,288
trip_0,8527430219,32:05:00,32:05:00,289
trip_0,11917330449,32:10:00,32:10:00,290
trip_0,11069694906,32:15:00,32:15:00,291
trip_0,9141014768,32:20:00,32:20:00,292
trip_0,310263912,32:25:00,32:25:00,293
trip_0,2312198396,32:30:00,32:30:00,294
trip_0,310272906,32:35:00,32:35:00,295
trip_0,2312198368,32:40:00,32:40:00,296
trip_0,8147707646,32:45:00,32:45:00,297
trip_0,2312198325,32:50:00,32:50:00,298
trip_0,8455406061,32:55:00,32:55:00,299
trip_0,2555090914,33:00:00,33:00:00,300
trip_0,315122128,33:05:00,33:05:00,301
trip_0,9465201061,33:10:00,33:10:00,302
trip_0,315122127,33:15:00,33:15:00,303
trip_0,8362746140,33:20:00,33:20:00,304
trip_0,315122125,33:25:00,33:25:00,305
trip_0,2555090908,33:30:00,33:30:00,306
trip_0,315122123,33:35:00,33:35:00,307
trip_0,315122122,33:40:00,33:40:00,308
trip_0,10859658776,33:45:00,33:45:00,309
trip_0,315122120,33:50:00,33:50:00,310
trip_0,315122119,33:55:00,33:55:00,311
trip_0,3297763979,34:00:00,34:00:00,312
trip_0,9140926803,34:05:00,34:05:00,313
trip_0,2312198289,34:10:00,34:10:00,314
trip_0,8362746258,34:15:00,34:15:00,315
trip_0,315222525,34:20:00,34:20:00,316
trip_0,9140926815,34:25:00,34:25:00,317
trip_0,9793413044,34:30:00,34:30:00,318
trip_0,315122225,34:35:00,34:35:00,319
trip_0,2312198310,34:40:00,34:40:00,320
trip_0,8498956719,34:45:00,34:45:00,321
trip_0,315120406,34:50:00,34:50:00,322
trip_0,2312198349,34:55:00,34:55:00,323
trip_0,12410976762,35:00:00,35:00:00,324
trip_0,2312198364,35:05:00,35:05:00,325
trip_0,843382865,35:10:00,35:10:00,326
trip_0,2686119181,35:15:00,35:15:00,327
trip_0,2686119169,35:20:00,35:20:00,328
trip_0,315033260,35:25:00,35:25:00,329
trip_0,2312198354,35:30:00,35:30:00,330
trip_0,11098456190,35:35:00,35:35:00,331
trip_0,11095273191,35:40:00,35:40:00,332
trip_0,8347189864,35:45:00,35:45:00,333
trip_0,2312198259,35:50:00,35:50:00,334
trip_0,2312198235,35:55:00,35:55:00,335
trip_0,8267964007,36:00:00,36:00:00,336
trip_0,315122901,36:05:00,36:05:00,337
trip_0,2312198125,36:10:00,36:10:00,338
trip_0,2312198111,36:15:00,36:15:00,339
trip_0,315122903,36:20:00,36:20:00,340
trip_0,315123146,36:25:00,36:25:00,341
trip_0,315122907,36:30:00,36:30:00,342
trip_0,2312198016,36:35:00,36:35:00,343
trip_0,315125530,36:40:00,36:40:00,344
trip_0,2296580912,36:45:00,36:45:00,345
trip_0,8362746231,36:50:00,36:50:00,346
trip_0,8362746233,36:55:00,36:55:00,347
trip_0,1636934218,37:00:00,37:00:00,348
trip_0,315122913,37:05:00,37:05:00,349
trip_0,8356393897,37:10:00,37:10:00,350
trip_0,2296580888,37:15:00,37:15:00,351
trip_0,9898424957,37:20:00,37:20:00,352
trip_0,2296580875,37:25:00,37:25:00,353
trip_0,2745674358,37:30:00,37:30:00,354
trip_0,2296580843,37:35:00,37:35:00,355
trip_0,8356437267,37:40:00,37:40:00,356
trip_0,2296580828,37:45:00,37:45:00,357
trip_0,2296580810,37:50:00,37:50:00,358
trip_0,8356437268,37:55:00,37:55:00,359
trip_0,2296580800,38:00:00,38:00:00,360
trip_0,2296580788,38:05:00,38:05:00,361
trip_0,9813506406,38:10:00,38:10:00,362
trip_0,2296580780,38:15:00,38:15:00,363
trip_0,6806428790,38:20:00,38:20:00,364
trip_0,9813506405,38:25:00,38:25:00,365
trip_0,2296580759,38:30:00,38:30:00,366
trip_0,391739972,38:35:00,38:35:00,367
trip_0,9309922476,38:40:00,38:40:00,368
trip_0,2296580498,38:45:00,38:45:00,369
trip_0,10744627742,38:50:00,38:50:00,370
trip_0,1722458959,38:55:00,38:55:00,371
trip_0,2296580492,39:00:00,39:00:00,372
trip_0,566526651,39:05:00,39:05:00,373
trip_0,566526653,39:10:00,39:10:00,374
trip_0,8423552888,39:15:00,39:15:00,375
trip_0,566526654,39:20:00,39:20:00,376
trip_0,2083827504,39:25:00,39:25:00,377
trip_0,9654906774,39:30:00,39:30:00,378
trip_0,689437349,39:35:00,39:35:00,379
trip_0,676069602,39:40:00,39:40:00,380
trip_0,12834987908,39:45:00,39:45:00,381
trip_0,676069605,39:50:00,39:50:00,382
trip_0,2384907210,39:55:00,39:55:00,383
trip_0,5181149865,40:00:00,40:00:00,384
trip_0,5181149863,40:05:00,40:05:00,385
trip_0,9021398359,40:10:00,40:10:00,386
trip_0,1684084691,40:15:00,40:15:00,387
trip_0,601515508,40:20:00,40:20:00,388
trip_0,2126672395,40:25:00,40:25:00,389
trip_0,10810399595,40:30:00,40:30:00,390
trip_0,602989749,40:35:00,40:35:00,391
trip_0,10810399598,40:40:00,40:40:00,392
trip_0,2126672290,40:45:00,40:45:00,393
trip_0,11389364091,40:50:00,40:50:00,394
trip_0,11389364093,40:55:00,40:55:00,395
trip_0,9021398271,41:00:00,41:00:00,396
trip_0,2287827726,41:05:00,41:05:00,397
trip_0,391739983,41:10:00,41:10:00,398
trip_0,598151867,41:15:00,41:15:00,399
trip_0,2287827722,41:20:00,41:20:00,400
trip_0,10705908998,41:25:00,41:25:00,401
trip_0,9731395680,41:30:00,41:30:00,402
trip_0,2287827719,41:35:00,41:35:00,403
trip_0,845125506,41:40:00,41:40:00,404
trip_0,9989015781,41:45:00,41:45:00,405
trip_0,843386542,41:50:00,41:50:00,406
trip_0,3297692925,41:55:00,41:55:00,407
trip_0,10571690334,42:00:00,42:00:00,408
trip_0,851594833,42:05:00,42:05:00,409
trip_0,598179188,42:10:00,42:10:00,410
trip_0,3669330252,42:15:00,42:15:00,411
trip_0,2851924358,42:20:00,42:20:00,412
trip_0,9875534157,42:25:00,42:25:00,413
trip_0,9875534150,42:30:00,42:30:00,414
trip_0,2851924356,42:35:00,42:35:00,415
trip_0,12478975040,42:40:00,42:40:00,416
trip_0,2851924353,42:45:00,42:45:00,417
trip_0,2851924355,42:50:00,42:50:00,418
trip_0,2851924357,42:55:00,42:55:00,419
trip_0,9875534159,43:00:00,43:00:00,420
trip_0,2851924360,43:05:00,43:05:00,421
trip_0,2851924359,43:10:00,43:10:00,422
trip_0,3297629226,43:15:00,43:15:00,423
trip_0,2379706732,43:20:00,43:20:00,424
trip_0,845125666,43:25:00,43:25:00,425
trip_0,3297629224,43:30:00,43:30:00,426
trip_0,845125577,43:35:00,43:35:00,427
trip_0,391738016,43:40:00,43:40:00,428
trip_0,2468433143,43:45:00,43:45:00,429
trip_0,2468433127,43:50:00,43:50:00,430
trip_0,2468433125,43:55:00,43:55:00,431
trip_0,7170944310,44:00:00,44:00:00,432
trip_0,2468433123,44:05:00,44:05:00,433
trip_0,2468433126,44:10:00,44:10:00,434
trip_0,2468433128,44:15:00,44:15:00,435
trip_0,2468433137,44:20:00,44:20:00,436
trip_0,391738018,44:25:00,44:25:00,437
trip_0,7143274059,44:30:00,44:30:00,438
trip_0,845125633,44:35:00,44:35:00,439
trip_0,7143274060,44:40:00,44:40:00,440
trip_0,845125605,44:45:00,44:45:00,441
trip_0,9045167332,44:50:00,44:50:00,442
trip_0,845125527,44:55:00,44:55:00,443
trip_0,845125625,45:00:00,45:00:00,444
trip_0,845125600,45:05:00,45:05:00,445
trip_0,11836786390,45:10:00,45:10:00,446
trip_0,3673525776,45:15:00,45:15:00,447
trip_0,11836786406,45:20:00,45:20:00,448
trip_0,391738019,45:25:00,45:25:00,449
trip_0,11836778763,45:30:00,45:30:00,450
trip_0,563279721,45:35:00,45:35:00,451
trip_0,3673525775,45:40:00,45:40:00,452
trip_0,11836778767,45:45:00,45:45:00,453
trip_0,851594971,45:50:00,45:50:00,454
trip_0,851595319,45:55:00,45:55:00,455
trip_0,851594992,46:00:00,46:00:00,456
trip_0,11836786509,46:05:00,46:05:00,457
trip_0,11836786514,46:10:00,46:10:00,458
trip_0,851594754,46:15:00,46:15:00,459
trip_0,851595324,46:20:00,46:20:00,460
trip_0,4104356370,46:25:00,46:25:00,461
trip_0,1722458908,46:30:00,46:30:00,462
trip_0,1712218150,46:35:00,46:35:00,463
trip_0,8562130499,46:40:00,46:40:00,464
trip_0,8562130501,46:45:00,46:45:00,465
trip_0,2518322648,46:50:00,46:50:00,466
trip_0,8562130447,46:55:00,46:55:00,467
trip_0,8562130500,47:00:00,47:00:00,468
trip_0,721099108,47:05:00,47:05:00,469
trip_0,721099110,47:10:00,47:10:00,470
trip_0,721099113,47:15:00,47:15:00,471
trip_0,9793371517,47:20:00,47:20:00,472
trip_0,9793357810,47:25:00,47:25:00,473
trip_0,721099114,47:30:00,47:30:00,474
trip_0,721099116,47:35:00,47:35:00,475
trip_0,1576391940,47:40:00,47:40:00,476
trip_0,11011615823,47:45:00,47:45:00,477
trip_0,11011615821,47:50:00,47:50:00,478
trip_0,1576391817,47:55:00,47:55:00,479
trip_0,4411063880,48:00:00,48:00:00,480
trip_0,2147373637,48:05:00,48:05:00,481
trip_0,2147373656,48:10:00,48:10:00,482
trip_0,11011615846,48:15:00,48:15:00,483
trip_0,2518322459,48:20:00,48:20:00,484
trip_0,3268355882,48:25:00,48:25:00,485
trip_0,11011615878,48:30:00,48:30:00,486
trip_0,1577578262,48:35:00,48:35:00,487
trip_0,2160387450,48:40:00,48:40:00,488
trip_0,2677221121,48:45:00,48:45:00,489
trip_0,1600628579,48:50:00,48:50:00,490
trip_0,1600628529,48:55:00,48:55:00,491
trip_0,1600628558,49:00:00,49:00:00,492
trip_0,9951549005,49:05:00,49:05:00,493
trip_0,1600628557,49:10:00,49:10:00,494
trip_0,1600641461,49:15:00,49:15:00,495
trip_0,1600641422,49:20:00,49:20:00,496
trip_0,1600641457,49:25:00,49:25:00,497
trip_0,2677221065,49:30:00,49:30:00,498
trip_0,3423729631,49:35:00,49:35:00,499
trip_0,1600623767,49:40:00,49:40:00,500
trip_0,1600599816,49:45:00,49:45:00,501
trip_0,8301906171,49:50:00,49:50:00,502
trip_0,8301906166,49:55:00,49:55:00,503
trip_0,3534179207,50:00:00,50:00:00,504
trip_0,2032749188,50:05:00,50:05:00,505
trip_0,2032685105,50:10:00,50:10:00,506
trip_0,2032685126,50:15:00,50:15:00,507
trip_0,12540083689,50:20:00,50:20:00,508
trip_0,2032685116,50:25:00,50:25:00,509
trip_0,12540083692,50:30:00,50:30:00,510
trip_0,12540083690,50:35:00,50:35:00,511
trip_0,2032685160,50:40:00,50:40:00,512
trip_0,12540083691,50:45:00,50:45:00,513
trip_0,12540083693,50:50:00,50:50:00,514
trip_0,2032685146,50:55:00,50:55:00,515
trip_0,3017320671,51:00:00,51:00:00,516
trip_0,2032685118,51:05:00,51:05:00,517
trip_0,2032749210,51:10:00,51:10:00,518
trip_0,2032685117,51:15:00,51:15:00,519
trip_0,2032685099,51:20:00,51:20:00,520
trip_0,2032749239,51:25:00,51:25:00,521
trip_0,2032685169,51:30:00,51:30:00,522
trip_0,11079049500,51:35:00,51:35:00,523
trip_0,2573900913,51:40:00,51:40:00,524
trip_0,2573900915,51:45:00,51:45:00,525
trip_0,2573900930,51:50:00,51:50:00,526
trip_0,2032685167,51:55:00,51:55:00,527
trip_0,2573900933,52:00:00,52:00:00,528
trip_0,2573900924,52:05:00,52:05:00,529
trip_0,2573900917,52:10:00,52:10:00,530
trip_0,2573900914,52:15:00,52:15:00,531
trip_0,2573900916,52:20:00,52:20:00,532
trip_0,2573900921,52:25:00,52:25:00,533
trip_0,2573900931,52:30:00,52:30:00,534
trip_0,2573900941,52:35:00,52:35:00,535
trip_0,8301469388,52:40:00,52:40:00,536
trip_0,2573900959,52:45:00,52:45:00,537
trip_0,2032685199,52:50:00,52:50:00,538
trip_0,8301469393,52:55:00,52:55:00,539
trip_0,2032685090,53:00:00,53:00:00,540
trip_0,3017409748,53:05:00,53:05:00,541
trip_0,2677410852,53:10:00,53:10:00,542
trip_0,2032685156,53:15:00,53:15:00,543
trip_0,2677410854,53:20:00,53:20:00,544
trip_0,3534069370,53:25:00,53:25:00,545
trip_0,9036918676,53:30:00,53:30:00,546
trip_0,10028486935,53:35:00,53:35:00,547
trip_0,2032685190,53:40:00,53:40:00,548
trip_0,10028602215,53:45:00,53:45:00,549
trip_0,2528680788,53:50:00,53:50:00,550
trip_0,9036572241,53:55:00,53:55:00,551
trip_0,2528680753,54:00:00,54:00:00,552
trip_0,8462984274,54:05:00,54:05:00,553
trip_0,2528680726,54:10:00,54:10:00,554
trip_0,8462984273,54:15:00,54:15:00,555
trip_0,10028486962,54:20:00,54:20:00,556
trip_0,2528680660,54:25:00,54:25:00,557
trip_0,2528680664,54:30:00,54:30:00,558
trip_0,2528680635,54:35:00,54:35:00,559
trip_0,8462984275,54:40:00,54:40:00,560
trip_0,2528680609,54:45:00,54:45:00,561
trip_0,6326510336,54:50:00,54:50:00,562
trip_0,1499941832,54:55:00,54:55:00,563
trip_0,2528680557,55:00:00,55:00:00,564
trip_0,2528680511,55:05:00,55:05:00,565
trip_0,6734000429,55:10:00,55:10:00,566
trip_0,2528680496,55:15:00,55:15:00,567
trip_0,2104228933,55:20:00,55:20:00,568
trip_0,497182742,55:25:00,55:25:00,569
trip_0,6185973499,55:30:00,55:30:00,570
trip_0,2528680440,55:35:00,55:35:00,571
trip_0,8462994668,55:40:00,55:40:00,572
trip_0,10028610984,55:45:00,55:45:00,573
trip_0,497182743,55:50:00,55:50:00,574
trip_0,4402059971,55:55:00,55:55:00,575
trip_0,8462994636,56:00:00,56:00:00,576
trip_0,2778806620,56:05:00,56:05:00,577
trip_0,8462994751,56:10:00,56:10:00,578
trip_0,2778806617,56:15:00,56:15:00,579
trip_0,3675745358,56:20:00,56:20:00,580
trip_0,10030672001,56:25:00,56:25:00,581
trip_0,1637668183,56:30:00,56:30:00,582
trip_0,1637668139,56:35:00,56:35:00,583
